"Release_Week","Region","Week","Sites_Reporting","Total_Patient_Visits","Total_ILI","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1149","Region 4",201142,353,136572,1780,1.303,1.286
"1149","Region 4",201143,353,131474,1780,1.354,1.31
"1149","Region 4",201144,339,132566,1998,1.507,1.553
"1149","Region 4",201145,357,139267,2200,1.58,1.566
"1149","Region 4",201146,339,131791,1989,1.509,1.467
"1149","Region 4",201147,349,108802,1900,1.746,1.73
"1149","Region 4",201148,328,130223,1822,1.399,1.356
"1149","Region 4",201149,260,77392,1167,1.508,1.286
"1149","Region 5",201140,266,96735,1106,1.143,0.929
"1149","Region 5",201141,267,97794,1080,1.104,0.931
"1149","Region 5",201142,270,94307,1062,1.126,1.028
"1149","Region 5",201143,268,95385,1039,1.089,0.979
"1149","Region 5",201144,274,96060,1155,1.202,1.07
"1149","Region 5",201145,271,93471,1117,1.195,1.107
"1149","Region 5",201146,262,91031,1071,1.177,1.01
"1149","Region 5",201147,262,69668,1005,1.443,1.225
"1149","Region 5",201148,245,82696,844,1.021,0.93
"1149","Region 5",201149,200,64984,748,1.151,1.051
"1149","Region 6",201140,152,67126,1339,1.995,1.881
"1149","Region 6",201141,151,65948,1194,1.811,1.683
"1149","Region 6",201142,158,66732,1357,2.034,1.957
"1149","Region 6",201143,148,67331,1365,2.027,1.9
"1149","Region 6",201144,158,70611,1457,2.063,1.907
"1149","Region 6",201145,148,66937,1380,2.062,2.018
"1149","Region 6",201146,148,68750,1614,2.348,2.264
"1149","Region 6",201147,145,53477,1270,2.375,2.172
"1149","Region 6",201148,134,61327,1477,2.408,2.31
"1149","Region 6",201149,120,50787,961,1.892,1.687
"1149","Region 7",201140,95,24805,223,0.899,0.903
"1149","Region 7",201141,98,25313,211,0.834,0.858
"1149","Region 7",201142,98,24686,184,0.745,0.765
"1149","Region 7",201143,101,28155,280,0.994,0.987
"1149","Region 7",201144,102,27448,304,1.108,1.181
"1149","Region 7",201145,101,27875,253,0.908,0.939
"1149","Region 7",201146,98,27252,219,0.804,0.851
"1149","Region 7",201147,99,18644,164,0.88,0.876
"1149","Region 7",201148,93,24534,157,0.64,0.712
"1149","Region 7",201149,74,18892,133,0.704,0.664
"1149","Region 8",201140,108,47891,499,1.042,1.041
"1149","Region 8",201141,121,52629,523,0.994,0.869
"1149","Region 8",201142,124,53405,523,0.979,0.873
"1149","Region 8",201143,122,52675,535,1.016,0.915
"1149","Region 8",201144,122,50562,593,1.173,0.998
"1149","Region 8",201145,121,50883,595,1.169,1
"1149","Region 8",201146,119,51232,591,1.154,1.048
"1149","Region 8",201147,121,41542,557,1.341,1.093
"1149","Region 8",201148,116,49051,535,1.091,0.987
"1149","Region 8",201149,108,44310,500,1.128,0.982
"1149","Region 9",201140,196,79817,892,1.118,1.346
"1149","Region 9",201141,202,88524,1072,1.211,1.676
"1149","Region 9",201142,193,77141,1192,1.545,1.924
"1149","Region 9",201143,202,84335,1204,1.428,1.792
"1149","Region 9",201144,198,77497,1334,1.721,2.034
"1149","Region 9",201145,194,74146,838,1.13,1.074
"1149","Region 9",201146,181,79160,1013,1.28,1.256
"1149","Region 9",201147,181,65492,1061,1.62,2.072
"1149","Region 9",201148,168,62728,854,1.361,1.29
"1149","Region 9",201149,113,31235,492,1.575,1.161
"1149","Region 10",201140,42,12981,110,0.847,0.456
"1149","Region 10",201141,46,12503,126,1.008,0.738
"1149","Region 10",201142,47,13388,109,0.814,0.565
"1149","Region 10",201143,50,13790,130,0.943,0.734
"1149","Region 10",201144,49,12518,152,1.214,0.985
"1149","Region 10",201145,45,12384,131,1.058,0.793
"1149","Region 10",201146,45,12475,161,1.291,0.986
"1149","Region 10",201147,43,7666,121,1.578,1.43
"1149","Region 10",201148,41,10228,161,1.574,1.081
"1149","Region 10",201149,35,8626,101,1.171,0.813
"1150","National",201140,1769,749640,8822,1.177,1.121
"1150","National",201141,1802,766657,9346,1.219,1.174
"1150","National",201142,1813,756140,9472,1.253,1.263
"1150","National",201143,1804,753074,9654,1.282,1.271
"1150","National",201144,1819,749030,10676,1.425,1.418
"1150","National",201145,1816,758154,10837,1.429,1.386
"1150","National",201146,1751,755396,10951,1.45,1.458
"1150","National",201147,1752,597077,9795,1.64,1.579
"1150","National",201148,1691,713898,10552,1.478,1.33
"1150","National",201149,1568,634003,9408,1.484,1.34
"1150","National",201150,1284,517835,8828,1.705,1.443
"1150","Region 1",201140,142,49366,243,0.492,0.411
"1150","Region 1",201141,148,47431,367,0.774,0.677
"1150","Region 1",201142,152,53558,357,0.667,0.622
"1150","Region 1",201143,150,53084,398,0.75,0.664
"1150","Region 1",201144,148,52834,402,0.761,0.654
"1150","Region 1",201145,153,55026,437,0.794,0.718
"1150","Region 1",201146,147,55932,355,0.635,0.577
"1150","Region 1",201147,143,36196,287,0.793,0.626
"1150","Region 1",201148,139,51645,366,0.709,0.623
"1150","Region 1",201149,125,43978,267,0.607,0.634
"1150","Region 1",201150,97,38431,306,0.796,0.775
"1150","Region 2",201140,203,119203,1347,1.13,0.836
"1150","Region 2",201141,200,118565,1550,1.307,0.872
"1150","Region 2",201142,192,114864,1491,1.298,0.861
"1150","Region 2",201143,185,109419,1452,1.327,0.954
"1150","Region 2",201144,190,112362,1748,1.556,1.178
"1150","Region 2",201145,182,113706,1860,1.636,1.067
"1150","Region 2",201146,171,112593,1844,1.638,1.196
"1150","Region 2",201147,165,95152,1913,2.01,1.373
"1150","Region 2",201148,155,110140,2237,2.031,1.306
"1150","Region 2",201149,141,106382,2266,2.13,1.372
"1150","Region 2",201150,126,99035,2169,2.19,1.274
"1150","Region 3",201140,216,112242,1336,1.19,1.164
"1150","Region 3",201141,222,113734,1419,1.248,1.182
"1150","Region 3",201142,218,117482,1410,1.2,1.111
"1150","Region 3",201143,216,113250,1454,1.284,1.207
"1150","Region 3",201144,221,110673,1506,1.361,1.26
"1150","Region 3",201145,223,112934,1634,1.447,1.352
"1150","Region 3",201146,214,111411,1593,1.43,1.37
"1150","Region 3",201147,213,93924,1448,1.542,1.556
"1150","Region 3",201148,205,107357,1687,1.571,1.471
"1150","Region 3",201149,196,100906,1440,1.427,1.296
"1150","Region 3",201150,171,94628,1337,1.413,0.937
"1150","Region 4",201140,346,139162,1726,1.24,1.114
"1150","Region 4",201141,343,143351,1798,1.254,1.138
"1150","Region 4",201142,357,139710,1780,1.274,1.246
"1150","Region 4",201143,357,134564,1785,1.327,1.275
"1150","Region 4",201144,344,135596,2002,1.476,1.516
"1150","Region 4",201145,363,142611,2214,1.552,1.523
"1150","Region 4",201146,347,135251,1990,1.471,1.421
"1150","Region 4",201147,357,111410,1915,1.719,1.684
"1150","Region 4",201148,345,134319,1841,1.371,1.313
"1150","Region 4",201149,312,111847,1874,1.676,1.71
"1150","Region 4",201150,266,82796,1623,1.96,1.556
"1150","Region 5",201140,266,96735,1106,1.143,0.929
"1150","Region 5",201141,268,98330,1080,1.098,0.927
"1150","Region 5",201142,271,94827,1062,1.12,1.023
"1150","Region 5",201143,269,95867,1039,1.084,0.976
"1150","Region 5",201144,276,96579,1155,1.196,1.065
"1150","Region 5",201145,274,94167,1117,1.186,1.099
"1150","Region 5",201146,269,94029,1081,1.15,0.996
"1150","Region 5",201147,271,72342,1025,1.417,1.215
"1150","Region 5",201148,264,91583,1024,1.118,1.005
"1150","Region 5",201149,242,82115,865,1.053,0.967
"1150","Region 5",201150,192,56245,691,1.229,1.145
"1150","Region 6",201140,152,67126,1339,1.995,1.881
"1150","Region 6",201141,151,65948,1194,1.811,1.683
"1150","Region 6",201142,158,66732,1357,2.034,1.957
"1150","Region 6",201143,148,67331,1365,2.027,1.9
"1150","Region 6",201144,158,70611,1457,2.063,1.907
"1150","Region 6",201145,148,66937,1380,2.062,2.018
"1150","Region 6",201146,148,68750,1614,2.348,2.264
"1150","Region 6",201147,145,53477,1270,2.375,2.172
"1150","Region 6",201148,137,63300,1478,2.335,2.234
"1150","Region 6",201149,133,53920,1040,1.929,1.764
"1150","Region 6",201150,107,53774,1151,2.14,1.894
"1150","Region 7",201140,95,24805,223,0.899,0.903
"1150","Region 7",201141,98,25313,211,0.834,0.858
"1150","Region 7",201142,98,24686,184,0.745,0.765
"1150","Region 7",201143,101,28155,280,0.994,0.987
"1150","Region 7",201144,102,27448,304,1.108,1.181
"1150","Region 7",201145,101,27875,253,0.908,0.939
"1150","Region 7",201146,99,27379,224,0.818,0.877
"1150","Region 7",201147,100,18706,165,0.882,0.88
"1150","Region 7",201148,99,26906,249,0.925,1.018
"1150","Region 7",201149,92,22714,163,0.718,0.766
"1150","Region 7",201150,67,14991,185,1.234,1.069
"1150","Region 8",201140,108,47891,499,1.042,1.041
"1150","Region 8",201141,121,52629,523,0.994,0.869
"1150","Region 8",201142,124,53405,523,0.979,0.873
"1150","Region 8",201143,122,52675,538,1.021,0.919
"1150","Region 8",201144,124,51679,594,1.149,0.987
"1150","Region 8",201145,122,51571,595,1.154,1
"1150","Region 8",201146,120,52105,591,1.134,1.042
"1150","Region 8",201147,122,42082,557,1.324,1.071
"1150","Region 8",201148,118,50034,536,1.071,0.974
"1150","Region 8",201149,115,48166,508,1.055,0.948
"1150","Region 8",201150,102,42991,528,1.228,1.037
"1150","Region 9",201140,199,80129,893,1.114,1.343
"1150","Region 9",201141,205,88853,1078,1.213,1.683
"1150","Region 9",201142,196,77488,1199,1.547,1.933
"1150","Region 9",201143,205,84656,1208,1.427,1.794
"1150","Region 9",201144,206,78459,1354,1.726,2.034
"1150","Region 9",201145,204,80689,1211,1.501,1.797
"1150","Region 9",201146,191,85471,1498,1.753,2.222
"1150","Region 9",201147,192,66081,1094,1.656,2.149
"1150","Region 9",201148,185,66944,970,1.449,1.39
"1150","Region 9",201149,173,53807,874,1.624,1.567
"1150","Region 9",201150,129,28023,710,2.534,2.086
"1150","Region 10",201140,42,12981,110,0.847,0.456
"1150","Region 10",201141,46,12503,126,1.008,0.738
"1150","Region 10",201142,47,13388,109,0.814,0.565
"1150","Region 10",201143,51,14073,135,0.959,0.738
"1150","Region 10",201144,50,12789,154,1.204,0.985
"1150","Region 10",201145,46,12638,136,1.076,0.799
"1150","Region 10",201146,45,12475,161,1.291,0.986
"1150","Region 10",201147,44,7707,121,1.57,1.413
"1150","Region 10",201148,44,11670,164,1.405,0.955
"1150","Region 10",201149,39,10168,111,1.092,0.749
"1150","Region 10",201150,27,6921,128,1.849,1.413
"1151","National",201140,1775,750330,8837,1.178,1.122
"1151","National",201141,1808,767502,9351,1.218,1.174
"1151","National",201142,1820,758004,9478,1.25,1.262
"1151","National",201143,1813,757371,9684,1.279,1.267
"1151","National",201144,1829,754673,10707,1.419,1.415
"1151","National",201145,1831,762760,10870,1.425,1.383
"1151","National",201146,1775,762952,10986,1.44,1.441
"1151","National",201147,1779,603690,9860,1.633,1.566
"1151","National",201148,1730,725118,10678,1.473,1.329
"1151","National",201149,1643,656697,9763,1.487,1.362
"1151","National",201150,1500,596266,10204,1.711,1.552
"1151","National",201151,1125,438796,7789,1.775,1.489
"1151","Region 1",201140,143,49445,243,0.491,0.411
"1151","Region 1",201141,149,47546,367,0.772,0.676
"1151","Region 1",201142,153,53668,357,0.665,0.619
"1151","Region 1",201143,151,53503,398,0.744,0.656
"1151","Region 1",201144,150,53443,402,0.752,0.644
"1151","Region 1",201145,155,55730,437,0.784,0.707
"1151","Region 1",201146,150,56635,360,0.636,0.575
"1151","Region 1",201147,146,36774,292,0.794,0.622
"1151","Region 1",201148,145,52963,376,0.71,0.618
"1151","Region 1",201149,135,45828,272,0.594,0.599
"1151","Region 1",201150,132,44234,337,0.762,0.808
"1151","Region 1",201151,113,32464,306,0.943,0.883
"1151","Region 2",201140,203,119203,1347,1.13,0.836
"1151","Region 2",201141,200,118565,1550,1.307,0.872
"1151","Region 2",201142,193,115920,1493,1.288,0.854
"1151","Region 2",201143,187,112433,1474,1.311,0.94
"1151","Region 2",201144,192,115474,1769,1.532,1.167
"1151","Region 2",201145,184,114811,1867,1.626,1.075
"1151","Region 2",201146,173,113735,1848,1.625,1.194
"1151","Region 2",201147,167,95832,1915,1.998,1.37
"1151","Region 2",201148,159,111301,2245,2.017,1.303
"1151","Region 2",201149,155,110541,2276,2.059,1.325
"1151","Region 2",201150,145,105084,2222,2.114,1.239
"1151","Region 2",201151,90,90082,1997,2.217,0.97
"1151","Region 3",201140,216,112242,1336,1.19,1.164
"1151","Region 3",201141,222,113734,1419,1.248,1.182
"1151","Region 3",201142,218,117482,1410,1.2,1.111
"1151","Region 3",201143,216,113250,1454,1.284,1.207
"1151","Region 3",201144,222,111851,1506,1.346,1.253
"1151","Region 3",201145,224,113969,1634,1.434,1.346
"1151","Region 3",201146,215,112529,1593,1.416,1.364
"1151","Region 3",201147,215,94924,1448,1.525,1.549
"1151","Region 3",201148,209,109288,1688,1.545,1.457
"1151","Region 3",201149,204,104098,1462,1.404,1.31
"1151","Region 3",201150,185,99165,1440,1.452,1.308
"1151","Region 3",201151,157,84933,1377,1.621,1.794
"1151","Region 4",201140,347,139242,1731,1.243,1.116
"1151","Region 4",201141,344,143430,1798,1.254,1.136
"1151","Region 4",201142,358,139756,1781,1.274,1.245
"1151","Region 4",201143,358,134643,1787,1.327,1.274
"1151","Region 4",201144,345,135676,2008,1.48,1.518
"1151","Region 4",201145,366,143328,2230,1.556,1.515
"1151","Region 4",201146,351,137143,2006,1.463,1.409
"1151","Region 4",201147,361,112760,1930,1.712,1.666
"1151","Region 4",201148,350,136890,1879,1.373,1.304
"1151","Region 4",201149,319,114674,1933,1.686,1.705
"1151","Region 4",201150,296,96459,2022,2.096,1.778
"1151","Region 4",201151,212,64356,1520,2.362,1.95
"1151","Region 5",201140,268,96819,1109,1.145,0.933
"1151","Region 5",201141,270,98420,1084,1.101,0.931
"1151","Region 5",201142,273,94906,1064,1.121,1.025
"1151","Region 5",201143,271,95947,1040,1.084,0.976
"1151","Region 5",201144,278,96656,1156,1.196,1.066
"1151","Region 5",201145,277,94337,1119,1.186,1.1
"1151","Region 5",201146,272,94191,1083,1.15,0.998
"1151","Region 5",201147,274,72479,1027,1.417,1.216
"1151","Region 5",201148,270,92363,1057,1.144,1.036
"1151","Region 5",201149,254,85105,902,1.06,0.978
"1151","Region 5",201150,224,68794,895,1.301,1.139
"1151","Region 5",201151,164,42485,678,1.596,1.448
"1151","Region 6",201140,152,67126,1339,1.995,1.881
"1151","Region 6",201141,151,65948,1194,1.811,1.683
"1151","Region 6",201142,158,66732,1357,2.034,1.957
"1151","Region 6",201143,148,67331,1365,2.027,1.9
"1151","Region 6",201144,158,70611,1457,2.063,1.907
"1151","Region 6",201145,148,66937,1380,2.062,2.018
"1151","Region 6",201146,148,68750,1614,2.348,2.264
"1151","Region 6",201147,145,53477,1270,2.375,2.172
"1151","Region 6",201148,137,63300,1478,2.335,2.234
"1151","Region 6",201149,134,54518,1198,2.197,2.082
"1151","Region 6",201150,121,57137,1363,2.385,2.193
"1151","Region 6",201151,102,43800,913,2.084,1.881
"1151","Region 7",201140,95,24805,223,0.899,0.903
"1151","Region 7",201141,98,25313,211,0.834,0.858
"1151","Region 7",201142,98,24686,184,0.745,0.765
"1151","Region 7",201143,101,28155,280,0.994,0.987
"1151","Region 7",201144,102,27448,304,1.108,1.181
"1151","Region 7",201145,101,27875,253,0.908,0.939
"1151","Region 7",201146,99,27379,224,0.818,0.877
"1151","Region 7",201147,101,19230,171,0.889,0.91
"1151","Region 7",201148,100,27485,274,0.997,1.104
"1151","Region 7",201149,96,24920,199,0.799,0.834
"1151","Region 7",201150,79,18495,305,1.649,2.13
"1151","Region 7",201151,59,12375,138,1.115,0.937
"1151","Region 8",201140,108,47891,499,1.042,1.041
"1151","Region 8",201141,121,52629,523,0.994,0.869
"1151","Region 8",201142,124,53405,523,0.979,0.873
"1151","Region 8",201143,122,52675,538,1.021,0.919
"1151","Region 8",201144,124,51679,594,1.149,0.987
"1151","Region 8",201145,122,51571,595,1.154,1
"1151","Region 8",201146,120,52219,591,1.132,1.042
"1151","Region 8",201147,122,42092,557,1.323,1.071
"1151","Region 8",201148,118,50067,536,1.071,0.974
"1151","Region 8",201149,116,48378,512,1.058,0.951
"1151","Region 8",201150,113,48109,572,1.189,1.04
"1151","Region 8",201151,96,36675,504,1.374,1.168
"1151","Region 9",201140,200,80293,900,1.121,1.347
"1151","Region 9",201141,206,89039,1079,1.212,1.683
"1151","Region 9",201142,197,77668,1200,1.545,1.932
"1151","Region 9",201143,207,84978,1213,1.427,1.789
"1151","Region 9",201144,207,78662,1357,1.725,2.034
"1151","Region 9",201145,207,81179,1219,1.502,1.797
"1151","Region 9",201146,201,87405,1506,1.723,2.144
"1151","Region 9",201147,202,67439,1129,1.674,2.103
"1151","Region 9",201148,196,68678,981,1.428,1.362
"1151","Region 9",201149,188,57072,898,1.573,1.468
"1151","Region 9",201150,171,50580,908,1.795,1.766
"1151","Region 9",201151,111,27406,287,1.047,1.176
"1151","Region 10",201140,43,13264,110,0.829,0.449
"1151","Region 10",201141,47,12878,126,0.978,0.715
"1151","Region 10",201142,48,13781,109,0.791,0.543
"1151","Region 10",201143,52,14456,135,0.934,0.715
"1151","Region 10",201144,51,13173,154,1.169,0.961
"1151","Region 10",201145,47,13023,136,1.044,0.774
"1151","Region 10",201146,46,12966,161,1.242,0.931
"1151","Region 10",201147,46,8683,121,1.394,1.334
"1151","Region 10",201148,46,12783,164,1.283,0.896
"1151","Region 10",201149,42,11563,111,0.96,0.69
"1151","Region 10",201150,34,8209,140,1.705,1.337
"1151","Region 10",201151,21,4220,69,1.635,1.424
"1152","National",201140,1781,752626,8859,1.177,1.118
"1152","National",201141,1814,769925,9368,1.217,1.169
"1152","National",201142,1828,760717,9499,1.249,1.256
"1152","National",201143,1820,760392,9704,1.276,1.262
"1152","National",201144,1839,757640,10720,1.415,1.408
"1152","National",201145,1843,768532,10924,1.421,1.377
"1152","National",201146,1792,767827,11049,1.439,1.436
"1152","National",201147,1800,607962,9920,1.632,1.563
"1152","National",201148,1758,732940,10786,1.472,1.324
"1152","National",201149,1694,670884,9953,1.484,1.355
"1152","National",201150,1606,637325,10660,1.673,1.537
"1152","National",201151,1462,533991,9240,1.73,1.517
"1152","National",201152,1151,368689,7502,2.035,1.698
"1152","Region 1",201140,145,49926,243,0.487,0.405
"1152","Region 1",201141,151,48087,368,0.765,0.669
"1152","Region 1",201142,155,54177,357,0.659,0.614
"1152","Region 1",201143,153,54074,398,0.736,0.65
"1152","Region 1",201144,152,53983,402,0.745,0.639
"1152","Region 1",201145,157,56308,437,0.776,0.701
"1152","Region 1",201146,152,57217,360,0.629,0.57
"1152","Region 1",201147,147,36805,292,0.793,0.622
"1152","Region 1",201148,147,53557,377,0.704,0.609
